,accuracy,n_features,kind,removed_feature
1554,0.8931122884976928,58,cluster_4,AW_sF1_mean_third
1555,0.8341138266962912,57,cluster_0,UH_sF4_mean
1556,0.7576140830627244,57,cluster_1,spectral_JH_kurt
1557,0.8189369338574602,57,cluster_2,AW_sF4_mean_first
1558,0.8468637839685523,57,cluster_3,spectral_JH_duration
1559,0.8931122884976928,57,cluster_4,AW_avg_dur
1560,0.8341138266962912,56,cluster_0,UH_sF1_mean
1561,0.7576140830627244,56,cluster_1,spectral_JH_intensity
1562,0.8189369338574602,56,cluster_2,AW_avg_dur
1563,0.8468637839685523,56,cluster_3,spectral_JH_kurt
1564,0.8931122884976928,56,cluster_4,AW_sF1_max_first
1565,0.8341138266962912,55,cluster_0,UH_sF4_min
1566,0.7576140830627244,55,cluster_1,spectral_JH_sdev
1567,0.8189369338574602,55,cluster_2,AW_sF4_max_third
1568,0.8468637839685523,55,cluster_3,spectral_JH_skew
1569,0.8931122884976928,55,cluster_4,AW_sF3_max_third
1570,0.8341138266962912,54,cluster_0,UH_sF1_min
1571,0.7576140830627244,54,cluster_1,spectral_JH_cog
1572,0.8189369338574602,54,cluster_2,AW_sF4_max_first
1573,0.8468637839685523,54,cluster_3,spectral_JH_cog
1574,0.8781063066142539,54,cluster_4,OY_sF4_min_third
1575,0.818834387284225,53,cluster_0,AW_sF1_mean_first
1576,0.7576140830627244,53,cluster_1,spectral_JH_duration
1577,0.8037258588275509,53,cluster_2,EL_avg_dur
1578,0.8468637839685523,53,cluster_3,JH_avg_dur
1579,0.8781063066142539,53,cluster_4,OY_sF2_max_first
1580,0.818834387284225,52,cluster_0,AW_sF1_min_first
1581,0.7576140830627244,52,cluster_1,JH_avg_dur
1582,0.8037258588275509,52,cluster_2,SH_avg_dur
1583,0.8468637839685523,52,cluster_3,SH_avg_dur
1584,0.8781063066142539,52,cluster_4,OY_avg_dur
1585,0.818834387284225,51,cluster_0,AW_sF1_max_third
1586,0.7576140830627244,51,cluster_1,spectral_JH_skew
1587,0.8037258588275509,51,cluster_2,spectral_SH_kurt
1588,0.8468637839685523,51,cluster_3,spectral_SH_kurt
1589,0.8781063066142539,51,cluster_4,OY_sF1_max_third
1590,0.818834387284225,50,cluster_0,AW_sF1_max_first
1591,0.7428131943257563,50,cluster_1,AW_sF4_max_third
1592,0.8037258588275509,50,cluster_2,spectral_SH_duration
1593,0.8468637839685523,50,cluster_3,spectral_SH_duration
1594,0.8781063066142539,50,cluster_4,OY_sF3_max_third
1595,0.818834387284225,49,cluster_0,AW_sF1_min_third
1596,0.7428131943257563,49,cluster_1,AW_sF4_max_first
1597,0.8037258588275509,49,cluster_2,spectral_SH_intensity
1598,0.8468637839685523,49,cluster_3,spectral_SH_intensity
1599,0.8781063066142539,49,cluster_4,OY_sF1_min_third
1600,0.818834387284225,48,cluster_0,AW_sF1_mean_third
1601,0.7428131943257563,48,cluster_1,AW_sF1_mean_third
1602,0.8037258588275509,48,cluster_2,spectral_SH_cog
1603,0.8468637839685523,48,cluster_3,spectral_SH_cog
1604,0.8781063066142539,48,cluster_4,OY_sF4_max_first
1605,0.818834387284225,47,cluster_0,AW_sF3_max_first
1606,0.7428131943257563,47,cluster_1,AW_sF1_max_third
1607,0.8037258588275509,47,cluster_2,spectral_SH_skew
1608,0.8468637839685523,47,cluster_3,spectral_SH_skew
1609,0.8781063066142539,47,cluster_4,OY_sF2_mean_first
1610,0.818834387284225,46,cluster_0,AW_sF4_min_first
1611,0.7428131943257563,46,cluster_1,AW_sF1_max_first
1612,0.8037258588275509,46,cluster_2,spectral_SH_sdev
1613,0.8468637839685523,46,cluster_3,spectral_SH_sdev
1614,0.8781063066142539,46,cluster_4,OY_sF4_max_third
1615,0.818834387284225,45,cluster_0,AW_sF3_mean_first
1616,0.7428131943257563,45,cluster_1,AW_sF1_mean_first
1617,0.8037258588275509,45,cluster_2,UH_avg_dur
1618,0.8468637839685523,45,cluster_3,UH_avg_dur
1619,0.8781063066142539,45,cluster_4,OY_sF4_min_first
1620,0.818834387284225,44,cluster_0,AW_sF3_mean_third
1621,0.7428131943257563,44,cluster_1,AW_avg_dur
1622,0.8037258588275509,44,cluster_2,UH_sF3_mean
1623,0.8468637839685523,44,cluster_3,UH_sF3_mean
1624,0.8781063066142539,44,cluster_4,OY_sF3_min_third
1625,0.818834387284225,43,cluster_0,AW_sF3_min_third
1626,0.7428131943257563,43,cluster_1,AW_sF1_min_first
1627,0.8037258588275509,43,cluster_2,UH_sF1_mean_dist
1628,0.8468637839685523,43,cluster_3,UH_sF1_mean_dist
1629,0.8781063066142539,43,cluster_4,OY_sF1_mean_first
1630,0.818834387284225,42,cluster_0,EL_avg_dur
1631,0.7428131943257563,42,cluster_1,AW_sF2_min_third
1632,0.8037258588275509,42,cluster_2,UH_sF3_max
1633,0.8468637839685523,42,cluster_3,UH_sF3_max
1634,0.8781063066142539,42,cluster_4,OY_sF4_mean_third
1635,0.818834387284225,41,cluster_0,AW_sF3_min_first
1636,0.7428131943257563,41,cluster_1,AW_sF1_min_third
1637,0.8037258588275509,41,cluster_2,UH_sF3_min
1638,0.8468637839685523,41,cluster_3,UH_sF3_min
1639,0.8781063066142539,41,cluster_4,OY_sF3_mean_third
1640,0.818834387284225,40,cluster_0,AW_sF4_max_third
1641,0.7428131943257563,40,cluster_1,AW_sF2_min_first
1642,0.8037258588275509,40,cluster_2,UH_sF3_mean_dist
1643,0.8468637839685523,40,cluster_3,UH_sF3_mean_dist
1644,0.8781063066142539,40,cluster_4,OY_sF2_min_third
1645,0.818834387284225,39,cluster_0,AW_sF4_min_third
1646,0.7428131943257563,39,cluster_1,AW_sF4_min_third
1647,0.8037258588275509,39,cluster_2,UH_sF4_min
1648,0.8468637839685523,39,cluster_3,UH_sF4_min
1649,0.8781063066142539,39,cluster_4,OY_sF2_min_first
1650,0.818834387284225,38,cluster_0,AW_sF4_mean_third
1651,0.7428131943257563,38,cluster_1,AW_sF4_min_first
1652,0.8037258588275509,38,cluster_2,UH_sF4_max
1653,0.8468637839685523,38,cluster_3,UH_sF4_max
1654,0.8781063066142539,38,cluster_4,OY_sF2_mean_third
1655,0.818834387284225,37,cluster_0,AW_sF4_max_first
1656,0.7428131943257563,37,cluster_1,AW_sF4_mean_third
1657,0.8037258588275509,37,cluster_2,UH_sF2_mean
1658,0.8468637839685523,37,cluster_3,UH_sF2_mean
1659,0.8781063066142539,37,cluster_4,OY_sF3_mean_first
1660,0.818834387284225,36,cluster_0,AW_sF4_mean_first
1661,0.7428131943257563,36,cluster_1,AW_sF4_mean_first
1662,0.8037258588275509,36,cluster_2,UH_sF4_mean
1663,0.8468637839685523,36,cluster_3,UH_sF4_mean
1664,0.8781063066142539,36,cluster_4,OY_sF4_mean_first
1665,0.818834387284225,35,cluster_0,AW_avg_dur
1666,0.7428131943257563,35,cluster_1,AW_sF3_min_third
1667,0.8037258588275509,35,cluster_2,UH_sF4_mean_dist
1668,0.8468637839685523,35,cluster_3,UH_sF4_mean_dist
1669,0.8781063066142539,35,cluster_4,OY_sF3_max_first
1670,0.818834387284225,34,cluster_0,AW_sF2_min_first
1671,0.7428131943257563,34,cluster_1,AW_sF3_min_first
1672,0.8037258588275509,34,cluster_2,UH_sF2_min
1673,0.8468637839685523,34,cluster_3,UH_sF2_min
1674,0.8781063066142539,34,cluster_4,OY_sF1_max_first
1675,0.818834387284225,33,cluster_0,AW_sF2_mean_first
1676,0.7428131943257563,33,cluster_1,AW_sF3_mean_third
1677,0.8037258588275509,33,cluster_2,UH_sF1_mean
1678,0.8468637839685523,33,cluster_3,UH_sF1_mean
1679,0.8781063066142539,33,cluster_4,OY_sF3_min_first
1680,0.818834387284225,32,cluster_0,AW_sF2_min_third
1681,0.7428131943257563,32,cluster_1,AW_sF3_mean_first
1682,0.8037258588275509,32,cluster_2,UH_sF1_max
1683,0.8468637839685523,32,cluster_3,UH_sF1_max
1684,0.8781063066142539,32,cluster_4,OY_sF1_min_first
1685,0.818834387284225,31,cluster_0,AW_sF2_max_third
1686,0.7428131943257563,31,cluster_1,AW_sF3_max_first
1687,0.8037258588275509,31,cluster_2,UH_sF1_min
1688,0.8468637839685523,31,cluster_3,UH_sF1_min
1689,0.8781063066142539,31,cluster_4,OY_sF2_max_third
1690,0.818834387284225,30,cluster_0,AW_sF2_max_first
1691,0.7428131943257563,30,cluster_1,AW_sF3_max_third
1692,0.8037258588275509,30,cluster_2,UH_sF2_max
1693,0.8468637839685523,30,cluster_3,UH_sF2_max
1694,0.8781063066142539,30,cluster_4,OY_sF1_mean_third
1695,0.818834387284225,29,cluster_0,AW_sF2_mean_third
1696,0.7131088702785848,29,cluster_1,EL_avg_dur
1697,0.8037258588275509,29,cluster_2,UH_sF2_mean_dist
1698,0.8468637839685523,29,cluster_3,UH_sF2_mean_dist
1699,0.8630661425397368,29,cluster_4,EY_sF4_mean_third
1700,0.7888224235173474,28,cluster_0,OY_sF1_max_third
1701,0.7131088702785848,28,cluster_1,OY_sF3_max_third
1702,0.8037258588275509,28,cluster_2,OY_sF1_max_third
1703,0.8468637839685523,28,cluster_3,OY_sF1_max_third
1704,0.8630661425397368,28,cluster_4,EY_sF2_min_first
1705,0.7888224235173474,27,cluster_0,OY_sF3_max_first
1706,0.7131088702785848,27,cluster_1,OY_sF3_min_first
1707,0.8037258588275509,27,cluster_2,OY_sF3_max_first
1708,0.8468637839685523,27,cluster_3,OY_sF3_max_first
1709,0.8630661425397368,27,cluster_4,EY_sF2_min_third
1710,0.7888224235173474,26,cluster_0,OY_sF3_mean_third
1711,0.7131088702785848,26,cluster_1,OY_sF3_max_first
1712,0.8037258588275509,26,cluster_2,OY_sF3_mean_third
1713,0.8468637839685523,26,cluster_3,OY_sF3_mean_third
1714,0.8630661425397368,26,cluster_4,EY_sF4_mean_first
1715,0.7888224235173474,25,cluster_0,OY_sF4_min_first
1716,0.7131088702785848,25,cluster_1,OY_sF1_max_third
1717,0.8037258588275509,25,cluster_2,OY_sF4_min_first
1718,0.8468637839685523,25,cluster_3,OY_sF4_min_first
1719,0.8630661425397368,25,cluster_4,EY_sF4_max_first
1720,0.7888224235173474,24,cluster_0,OY_avg_dur
1721,0.7131088702785848,24,cluster_1,OY_avg_dur
1722,0.8037258588275509,24,cluster_2,OY_avg_dur
1723,0.8468637839685523,24,cluster_3,OY_avg_dur
1724,0.8630661425397368,24,cluster_4,EY_sF3_mean_third
1725,0.7888224235173474,23,cluster_0,OY_sF1_mean_first
1726,0.7131088702785848,23,cluster_1,OY_sF4_max_first
1727,0.8037258588275509,23,cluster_2,OY_sF1_mean_first
1728,0.8468637839685523,23,cluster_3,OY_sF1_mean_first
1729,0.8630661425397368,23,cluster_4,EY_sF4_max_third
1730,0.7888224235173474,22,cluster_0,OY_sF1_mean_third
1731,0.7131088702785848,22,cluster_1,OY_sF1_max_first
1732,0.8037258588275509,22,cluster_2,OY_sF1_mean_third
1733,0.8468637839685523,22,cluster_3,OY_sF1_mean_third
1734,0.8630661425397368,22,cluster_4,EY_sF1_min_third
1735,0.7888224235173474,21,cluster_0,OY_sF4_min_third
1736,0.7131088702785848,21,cluster_1,OY_sF2_max_third
1737,0.8037258588275509,21,cluster_2,OY_sF4_min_third
1738,0.8468637839685523,21,cluster_3,OY_sF4_min_third
1739,0.8630661425397368,21,cluster_4,EY_sF3_mean_first
1740,0.7888224235173474,20,cluster_0,OY_sF3_mean_first
1741,0.7131088702785848,20,cluster_1,OY_sF1_mean_third
1742,0.8037258588275509,20,cluster_2,OY_sF3_mean_first
1743,0.8468637839685523,20,cluster_3,OY_sF3_mean_first
1744,0.8630661425397368,20,cluster_4,EY_sF1_min_first
1745,0.7888224235173474,19,cluster_0,OY_sF3_max_third
1746,0.7131088702785848,19,cluster_1,OY_sF4_min_third
1747,0.8037258588275509,19,cluster_2,OY_sF3_max_third
1748,0.8468637839685523,19,cluster_3,OY_sF3_max_third
1749,0.8630661425397368,19,cluster_4,EY_sF1_max_first
1750,0.7888224235173474,18,cluster_0,OY_sF4_mean_third
1751,0.7131088702785848,18,cluster_1,OY_sF4_max_third
1752,0.8037258588275509,18,cluster_2,OY_sF4_mean_third
1753,0.8468637839685523,18,cluster_3,OY_sF4_mean_third
1754,0.8630661425397368,18,cluster_4,EY_sF2_mean_first
1755,0.7888224235173474,17,cluster_0,OY_sF3_min_first
1756,0.7131088702785848,17,cluster_1,OY_sF2_min_third
1757,0.8037258588275509,17,cluster_2,OY_sF3_min_first
1758,0.8468637839685523,17,cluster_3,OY_sF3_min_first
1759,0.8630661425397368,17,cluster_4,EY_sF1_max_third
1760,0.7888224235173474,16,cluster_0,OY_sF2_min_third
1761,0.7131088702785848,16,cluster_1,OY_sF4_mean_first
1762,0.8037258588275509,16,cluster_2,OY_sF2_min_third
1763,0.8468637839685523,16,cluster_3,OY_sF2_min_third
1764,0.8630661425397368,16,cluster_4,EY_sF2_mean_third
1765,0.7888224235173474,15,cluster_0,OY_sF2_mean_third
1766,0.7131088702785848,15,cluster_1,OY_sF1_min_first
1767,0.8037258588275509,15,cluster_2,OY_sF2_mean_third
1768,0.8468637839685523,15,cluster_3,OY_sF2_mean_third
1769,0.8630661425397368,15,cluster_4,EY_sF3_min_third
1770,0.7888224235173474,14,cluster_0,OY_sF2_max_first
1771,0.7131088702785848,14,cluster_1,OY_sF2_max_first
1772,0.8037258588275509,14,cluster_2,OY_sF2_max_first
1773,0.8468637839685523,14,cluster_3,OY_sF2_max_first
1774,0.8630661425397368,14,cluster_4,EY_sF4_min_third
1775,0.7888224235173474,13,cluster_0,OY_sF1_max_first
1776,0.7131088702785848,13,cluster_1,OY_sF1_min_third
1777,0.8037258588275509,13,cluster_2,OY_sF1_max_first
1778,0.8468637839685523,13,cluster_3,OY_sF1_max_first
1779,0.8630661425397368,13,cluster_4,EY_avg_dur
1780,0.7888224235173474,12,cluster_0,OY_sF2_min_first
1781,0.7131088702785848,12,cluster_1,OY_sF3_min_third
1782,0.8037258588275509,12,cluster_2,OY_sF2_min_first
1783,0.8468637839685523,12,cluster_3,OY_sF2_min_first
1784,0.8630661425397368,12,cluster_4,EY_sF3_max_third
1785,0.7888224235173474,11,cluster_0,OY_sF4_max_third
1786,0.7131088702785848,11,cluster_1,OY_sF4_mean_third
1787,0.8037258588275509,11,cluster_2,OY_sF4_max_third
1788,0.8468637839685523,11,cluster_3,OY_sF4_max_third
1789,0.8630661425397368,11,cluster_4,EY_sF3_max_first
1790,0.7888224235173474,10,cluster_0,OY_sF1_min_first
1791,0.7131088702785848,10,cluster_1,OY_sF1_mean_first
1792,0.8037258588275509,10,cluster_2,OY_sF1_min_first
1793,0.8468637839685523,10,cluster_3,OY_sF1_min_first
1794,0.8630661425397368,10,cluster_4,EY_sF1_mean_first
1795,0.7888224235173474,9,cluster_0,OY_sF1_min_third
1796,0.7131088702785848,9,cluster_1,OY_sF2_mean_first
1797,0.8037258588275509,9,cluster_2,OY_sF1_min_third
1798,0.8468637839685523,9,cluster_3,OY_sF1_min_third
1799,0.8630661425397368,9,cluster_4,EY_sF2_max_first
1800,0.7888224235173474,8,cluster_0,OY_sF3_min_third
1801,0.7131088702785848,8,cluster_1,OY_sF3_mean_first
1802,0.8037258588275509,8,cluster_2,OY_sF3_min_third
1803,0.8468637839685523,8,cluster_3,OY_sF3_min_third
1804,0.8630661425397368,8,cluster_4,EY_sF2_max_third
1805,0.7888224235173474,7,cluster_0,OY_sF4_mean_first
1806,0.7131088702785848,7,cluster_1,OY_sF3_mean_third
1807,0.8037258588275509,7,cluster_2,OY_sF4_mean_first
1808,0.8468637839685523,7,cluster_3,OY_sF4_mean_first
1809,0.8630661425397368,7,cluster_4,EY_sF1_mean_third
1810,0.7888224235173474,6,cluster_0,OY_sF4_max_first
1811,0.7131088702785848,6,cluster_1,OY_sF2_min_first
1812,0.8037258588275509,6,cluster_2,OY_sF4_max_first
1813,0.8468637839685523,6,cluster_3,OY_sF4_max_first
1814,0.8630661425397368,6,cluster_4,EY_sF4_min_first
1815,0.7888224235173474,5,cluster_0,OY_sF2_max_third
1816,0.7131088702785848,5,cluster_1,OY_sF4_min_first
1817,0.8037258588275509,5,cluster_2,OY_sF2_max_third
1818,0.8468637839685523,5,cluster_3,OY_sF2_max_third
1819,0.8630661425397368,5,cluster_4,EY_sF3_min_first
1820,0.7888224235173474,4,cluster_0,OY_sF2_mean_first
1821,0.7131088702785848,4,cluster_1,OY_sF2_mean_third
1822,0.8037258588275509,4,cluster_2,OY_sF2_mean_first
1823,0.8468637839685523,4,cluster_3,OY_sF2_mean_first
1824,0.8630661425397368,4,cluster_4,EL_avg_dur
1825,0.7888224235173474,3,cluster_0,AR_avg_dur
1826,0.6975217911468126,3,cluster_1,AR_avg_dur
1827,0.8037258588275509,3,cluster_2,AR_avg_dur
1828,0.8468637839685523,3,cluster_3,AR_avg_dur
1829,0.8630661425397368,3,cluster_4,AR_avg_dur
1830,0.7888224235173474,2,cluster_0,H_avg_dur
1831,0.6975217911468126,2,cluster_1,H_avg_dur
1832,0.8037258588275509,2,cluster_2,H_avg_dur
1833,0.8468637839685523,2,cluster_3,H_avg_dur
1834,0.8630661425397368,2,cluster_4,H_avg_dur
1835,0.7888224235173474,1,cluster_0,ZH_avg_dur
1836,0.6975217911468126,1,cluster_1,ZH_avg_dur
1837,0.8037258588275509,1,cluster_2,ZH_avg_dur
1838,0.8468637839685523,1,cluster_3,ZH_avg_dur
1839,0.8630661425397368,1,cluster_4,ZH_avg_dur
